company,id,year,net_sales,other_sales,op_profit_ebit,prof_after_net_fin_items,results,sub_unpaid_cap,fixed_assets,current_assets,assets,equity,untaxed_reserves,provisions,lt_liabilities,curr_liabilities,lia_and_equity,salar_board_ceo,royalties_board_ceo,sal_other_empl,perf_other_empl,social_exp,dividends,revenue,num_employes,net_sales_empl,pers_cost_empl,op_prof_ebitda,net_change,du_pont_model,prof_margin,gross_prof,working_cap,solidity,quick_ratio
Sydbab Jonas Billgren AB,5569187320,2017,27649,137,1347,1323,590,0,86,5424,5510,1327,937,0,0,3246,5510,-,-,-,-,-,0,27786,8,3456,513,1376,"42,13%","24,54%","4,89%","29,63%","7,88%","37,35%","167,10%"
Porjus Entreprenad Aktiebolag,5564291861,2015,53549,9914,6414,6372,1955,0,9374,29950,39324,6484,22198,0,78,10564,39324,580,-,22309,-,9211,0,63463,59,908,545,9350,"-67,85%","16,31%","11,98%","100,00%","36,20%","60,52%","283,51%"
EL OCH AUTOMATION I NORA AB,5567689368,2013,8894,-,354,360,179,0,192,2515,2708,705,500,0,0,1503,2708,0,-,2773,-,1051,300,8894,10,889,396,416,"31,74%","13,37%","4,07%","59,52%","11,38%","39,64%","141,25%"
RC Måleri Aktiebolag,5563266021,2013,19915,180,604,506,633,0,1484,7221,8705,3142,2177,0,0,3385,8705,480,-,7897,-,2375,400,20095,26,766,443,644,"2,34%","9,20%","4,02%","74,24%","19,26%","54,53%","213,32%"
TPM Industrimålning Aktiebolag,5562649953,2011,65862,6,4551,4283,3125,0,8614,20433,29047,4401,169,0,3172,21305,29047,578,-,2362,-,1546,3000,65868,7,9409,674,4935,"84,00%","16,18%","7,13%","94,23%","-1,32%","15,58%","84,07%"
Sydbab Jonas Billgren AB,5569187320,2016,19454,150,122,98,63,0,47,4368,4416,1037,497,0,0,2882,4416,0,-,2405,-,862,0,19604,7,2779,478,138,"20,80%","2,79%","0,63%","29,33%","7,64%","32,26%","146,36%"
Porjus Entreprenad Aktiebolag,5564291861,2014,166565,4425,23964,23947,13298,0,9325,66380,75705,17029,18325,0,9651,30700,75705,577,-,61679,-,24778,0,170990,123,1354,725,27127,"0,57%","31,68%","14,40%","100,00%","21,42%","41,37%","216,22%"
aochd Arkitektkontor AB,5567226013,2020,36930,15,4707,4535,2916,0,5434,19254,24689,8190,8385,0,0,8113,24689,-,-,-,-,-,1500,36945,28,1319,657,5054,"8,03%","19,07%","12,75%","100,00%","30,17%","59,66%","237,32%"
EL OCH AUTOMATION I NORA AB,5567689368,2012,6751,8,423,427,228,0,225,2278,2503,726,400,0,0,1377,2503,501,100,1499,-,726,200,6759,7,964,410,481,"120,26%","17,22%","6,38%","57,15%","13,35%","40,78%","161,58%"
RC Måleri Aktiebolag,5563266021,2012,19460,232,1353,2620,2154,0,1362,8611,9972,3209,2177,0,796,3790,9972,537,-,7378,-,3189,700,19692,23,846,483,1412,"-11,26%","27,07%","13,87%","78,45%","24,77%","48,27%","227,20%"
TPM Industrimålning Aktiebolag,5562649953,2010,35794,205,3562,3547,3026,0,8598,11741,20338,4276,185,0,3293,12585,20338,555,-,1930,-,1098,3000,35999,7,5113,544,3900,-,"18,71%","10,63%","90,19%","-2,36%","21,70%","74,60%"
Sydbab Jonas Billgren AB,5569187320,2015,16104,-,1370,1334,768,0,17,4857,4874,1273,497,0,0,3103,4874,0,-,2082,-,699,300,16104,6,2684,471,1376,-,"28,11%","8,51%","37,80%","10,89%","34,07%","156,53%"
Porjus Entreprenad Aktiebolag,5564291861,2013,165614,3727,-2630,-2651,806,0,12691,29788,42479,3731,11482,0,11754,15512,42479,571,-,58889,-,22834,0,169341,120,1380,707,181,"-21,88%","-6,05%","-1,55%","100,00%","8,62%","29,87%","192,03%"
aochd Arkitektkontor AB,5567226013,2019,34185,-,5717,6958,5016,0,619,21117,21736,7575,7665,0,0,6496,21736,-,-,-,-,-,2300,34185,26,1315,677,6045,"-2,02%","32,02%","20,36%","83,90%","42,77%","62,36%","325,08%"
EL OCH AUTOMATION I NORA AB,5567689368,2011,3065,-,112,113,67,0,196,1708,1903,618,295,0,0,990,1903,343,100,566,-,303,120,3065,3,1022,416,150,-,"5,94%","3,69%","54,19%","23,43%","43,90%","160,30%"
Blå Eken AB,5566741798,2019,30853,6083,5217,5436,981,0,14021,17834,31855,7808,7980,0,13360,2707,31855,1631,-,946,-,840,0,36936,6,5142,570,5507,"-49,27%","18,47%","19,07%","18,92%","49,03%","44,05%","658,81%"
RC Måleri Aktiebolag,5563266021,2011,21928,201,1612,-336,34,0,1215,7356,8572,1455,2177,0,796,4143,8572,461,-,8475,-,3135,0,22129,23,953,544,1671,"-3,58%","19,72%","7,71%","81,31%","14,65%","35,69%","177,55%"
Sydbab Jonas Billgren AB,5569187320,2014,0,9407,644,616,355,0,23,2201,2224,505,157,0,0,1562,2224,0,-,1314,-,503,0,9407,0,-,-,2528,-,-,-,-,-,"28,21%","140,91%"
Porjus Entreprenad Aktiebolag,5564291861,2012,212003,593,1854,2180,2387,0,16464,52270,68734,7925,15440,0,10190,35179,68734,574,-,64782,-,28373,5000,212596,137,1547,737,5925,"-13,61%","3,27%","1,06%","100,00%","8,06%","28,09%","148,58%"
aochd Arkitektkontor AB,5567226013,2018,34889,8,7936,7935,4932,0,1716,23874,25589,8759,6842,1000,0,8988,25589,-,-,-,-,-,0,34897,19,1836,763,8233,"38,38%","31,01%","22,75%","71,70%","42,67%","55,09%","265,62%"
Blå Eken AB,5566741798,2018,60817,970,3746,4437,2154,0,14271,44888,59159,21827,7574,0,16891,12866,59159,1526,-,895,-,777,15,61787,6,10136,478,4037,"-42,01%","8,25%","8,03%","14,74%","52,65%","46,88%","348,89%"
RC Måleri Aktiebolag,5563266021,2010,22742,47,1060,1610,714,0,1714,7955,9669,2921,3371,0,0,3376,9669,495,0,8545,0,3087,1500,22789,24,948,518,1113,-,"17,29%","7,35%","75,71%","20,13%","55,90%","235,63%"
Porjus Entreprenad Aktiebolag,5564291861,2011,245398,28,29466,29907,17200,0,16858,74452,91310,20538,16615,0,23894,30263,91310,934,-,76422,-,27764,15000,245426,180,1363,604,35391,"54,54%","32,84%","12,22%","100,00%","18,01%","35,90%","246,02%"
aochd Arkitektkontor AB,5567226013,2017,25213,-,4103,4103,2708,0,1733,16798,18531,5828,5275,1000,0,6428,18531,-,-,-,-,-,2000,25213,19,1327,705,4367,"14,46%","22,14%","16,27%","81,00%","41,13%","53,65%","261,33%"
Blå Eken AB,5566741798,2017,104879,340,8186,8349,6434,0,14523,66762,81285,39673,6657,0,19224,15730,81285,1526,-,791,-,742,20000,105219,7,14983,461,8477,"-13,94%","11,16%","8,65%","14,24%","48,66%","55,20%","424,42%"
Porjus Entreprenad Aktiebolag,5564291861,2010,158788,1096,8175,8247,5282,0,11836,50433,62269,13338,9929,0,10028,28973,62269,956,-,49848,-,18826,10000,159884,115,1381,639,13127,-,"13,43%","5,27%","100,00%","13,51%","33,17%","174,07%"
aochd Arkitektkontor AB,5567226013,2016,22027,193,3522,3526,2169,0,1540,12992,14532,5119,4683,1000,0,3729,14532,-,-,8079,-,3578,2000,22220,19,1159,656,3711,"-1,61%","24,27%","16,01%","83,77%","42,05%","60,36%","348,40%"
Blå Eken AB,5566741798,2016,121870,1480,11690,11937,6900,0,40950,36209,77159,33240,6657,0,21102,16160,77159,1510,-,1272,-,893,0,123350,7,17410,556,11981,"24,23%","16,41%","10,39%","14,74%","16,45%","49,81%","224,07%"
aochd Arkitektkontor AB,5567226013,2015,22388,-,2512,3314,2026,0,1602,11466,13068,4450,3967,1000,0,3650,13068,-,-,7167,-,2924,1500,22388,17,1317,616,2679,"36,20%","25,40%","14,82%","100,00%","34,91%","57,73%","314,14%"
Blå Eken AB,5566741798,2015,98104,1776,11498,10870,6276,0,60102,15741,75843,26341,3599,0,22717,23186,75843,1229,-,2065,-,982,0,99880,9,10900,498,11800,"70,97%","16,97%","13,12%","17,68%","-7,59%","38,43%","67,89%"
aochd Arkitektkontor AB,5567226013,2014,16438,2586,2211,2255,1398,0,1423,11078,12501,3224,3278,1000,0,4999,12501,0,-,6189,-,2399,800,19024,17,967,549,2367,"25,63%","18,07%","13,74%","100,00%","36,98%","46,24%","221,60%"
Blå Eken AB,5566741798,2014,57382,1137,3824,3139,1800,0,15244,44470,59714,20065,805,0,21871,16974,59714,1302,-,1693,-,915,0,58519,9,6376,440,4096,"15,00%","6,41%","6,67%","15,56%","47,92%","34,65%","261,99%"
Borås Murningsarbeten AB,5567539480,2019,36872,85,3585,3630,2995,0,154,10814,10968,3278,2481,0,0,5209,10968,-,-,9318,-,3883,3000,36957,24,1536,550,3635,"10,79%","33,12%","9,85%","53,54%","15,20%","47,53%","207,60%"
aochd Arkitektkontor AB,5567226013,2013,13084,-,3203,3287,1753,0,1524,10001,11525,3326,2857,1000,0,4342,11525,0,-,5305,-,2004,1500,13084,14,935,539,3352,"4,86%","28,53%","25,13%","100,00%","43,25%","47,13%","230,33%"
Blå Eken AB,5566741798,2013,49896,889,2581,2018,1908,0,15550,31752,47302,18264,0,0,20591,8446,47302,1279,-,1448,-,827,0,50785,9,5544,398,2880,"-6,49%","5,46%","5,18%","15,40%","46,71%","38,61%","375,94%"
Borås Murningsarbeten AB,5567539480,2018,33282,172,3819,3792,2208,0,86,11469,11554,2782,2731,0,0,6041,11554,-,-,7760,-,3225,2500,33454,19,1752,577,3849,"13,43%","33,05%","11,47%","52,48%","16,31%","42,51%","189,85%"
aochd Arkitektkontor AB,5567226013,2012,12478,68,1285,1300,213,0,1408,7413,8821,1999,1981,1000,0,3841,8821,0,-,3821,-,1681,425,12546,13,960,547,1481,"-15,84%","14,94%","10,56%","100,00%","28,63%","39,21%","193,00%"
Blå Eken AB,5566741798,2012,53357,2614,2330,1634,827,0,15824,29784,45609,16356,451,0,18047,10754,45609,1203,0,793,0,668,0,55971,9,5929,298,2550,"87,07%","5,11%","4,37%","38,29%","35,67%","36,59%","276,96%"
Borås Murningsarbeten AB,5567539480,2017,29341,73,2694,2689,1519,0,56,8583,8639,2075,1816,0,0,4748,8639,-,-,7855,-,3158,1500,29414,19,1544,585,2712,"53,20%","31,18%","9,18%","55,03%","13,07%","40,42%","180,77%"
aochd Arkitektkontor AB,5567226013,2011,14826,-,2145,2164,1120,0,530,6313,6843,2385,1377,0,0,3080,6843,0,-,3619,-,1607,600,14826,10,1483,558,2361,-,"31,62%","14,60%","100,00%","21,81%","49,68%","204,97%"
Blå Eken AB,5566741798,2011,28523,4480,795,14,3024,0,19403,35097,54500,15529,0,0,10800,28171,54500,1182,0,634,0,589,0,33003,7,4075,351,940,"-58,43%","1,46%","2,79%","-2,14%","24,28%","28,49%","17,02%"
Borås Murningsarbeten AB,5567539480,2016,19152,89,1809,1809,1196,0,26,7205,7231,1556,1116,0,0,4559,7231,-,-,5124,-,2147,1000,19241,14,1368,527,1817,"54,71%","25,02%","9,45%","56,16%","13,82%","33,56%","158,04%"
Blå Eken AB,5566741798,2010,68619,405,16722,16512,9119,0,3489,30427,33915,12505,4145,0,2834,14431,33915,1140,-,1168,-,580,0,69024,7,9803,417,16825,-,"49,31%","24,37%","58,63%","23,31%","45,88%","163,86%"
Borås Murningsarbeten AB,5567539480,2015,12379,2,1106,1106,906,0,10,3898,3908,1160,856,0,0,1892,3908,0,-,3484,-,1521,800,12381,9,1375,564,1115,"33,87%","28,33%","8,94%","60,22%","16,20%","46,77%","206,03%"
NÅRSAB AB,5568513898,2019,35584,1351,1377,1261,946,0,835,8022,8857,1931,582,0,554,5791,8857,-,-,-,-,-,0,36935,38,936,518,1610,"12,21%","15,55%","3,87%","67,68%","6,27%","26,93%","138,53%"
Borås Murningsarbeten AB,5567539480,2014,9247,-,914,900,508,0,401,3320,3721,1254,932,0,0,1535,3721,0,-,3015,-,1240,1000,9247,7,1321,614,946,"11,20%","24,19%","9,73%","69,78%","19,30%","53,24%","216,29%"
NÅRSAB AB,5568513898,2018,31713,1864,3445,3410,2548,0,938,5452,6389,985,582,0,0,4823,6389,-,-,-,-,-,0,33577,38,835,520,3629,"83,52%","53,94%","10,87%","77,39%","1,98%","22,52%","113,04%"
Borås Murningsarbeten AB,5567539480,2013,8316,-,942,966,547,0,432,2389,2821,1146,696,0,0,979,2821,-,-,2792,-,1001,400,8316,7,1188,552,982,"-9,06%","34,38%","11,66%","73,99%","16,96%","59,87%","237,59%"
NÅRSAB AB,5568513898,2017,17280,628,714,516,516,0,571,1464,2035,-1563,0,0,0,3598,2035,-,-,-,-,-,0,17908,20,864,500,757,"258,58%","35,09%","4,13%","72,04%","-12,35%","-76,81%","40,69%"
Borås Murningsarbeten AB,5567539480,2012,9144,-,351,339,180,0,448,2650,3098,1099,446,0,0,1553,3098,0,-,3319,-,1170,500,9144,9,1016,494,393,"-22,51%","11,52%","3,90%","65,45%","12,00%","46,08%","160,59%"
NÅRSAB AB,5568513898,2016,4819,1638,-2580,-2641,-2422,0,91,2578,2669,-2079,0,0,1207,3541,2669,-,0,2335,0,836,0,6457,9,535,380,-2555,"-64,05%","-96,55%","-53,48%","97,12%","-19,98%","-77,89%","71,25%"
Borås Murningsarbeten AB,5567539480,2011,11800,3,981,933,651,0,497,3233,3730,1123,364,0,330,1913,3730,986,-,2693,-,212,204,11803,7,1686,676,1038,"52,38%","25,87%","8,18%","61,34%","11,19%","37,30%","168,64%"
NÅRSAB AB,5568513898,2015,13406,132,543,448,193,0,539,5459,5999,344,218,0,544,4892,5999,0,-,3896,-,1516,0,13538,10,1341,580,681,"31,90%","9,05%","4,05%","72,23%","4,23%","8,57%","109,98%"
Borås Murningsarbeten AB,5567539480,2010,7744,1,1074,1065,572,0,532,2235,2767,776,351,0,380,1260,2767,857,-,1175,-,91,204,7745,6,1291,455,1108,-,"38,81%","13,87%","62,93%","12,59%","37,39%","177,38%"
NÅRSAB AB,5568513898,2014,10164,203,226,163,52,0,313,3167,3480,151,65,0,792,2473,3480,-,-,5615,-,2078,0,10367,13,782,582,312,"12,19%","6,49%","2,22%","98,37%","6,83%","5,80%","125,68%"
NÅRSAB AB,5568513898,2013,9060,43,-172,-193,-37,0,351,2168,2519,99,0,0,409,2010,2519,-,-,4848,-,1584,0,9103,11,824,617,-106,"154,28%","-6,79%","-1,89%","96,70%","1,74%","3,93%","107,86%"
DTT Construction AB,5591389290,2019,36945,-,1141,1141,1104,0,0,9384,9384,1748,0,0,0,7636,9384,-,-,-,-,-,0,36945,4,9236,815,1141,"230,93%","12,16%","3,09%","21,38%","4,73%","18,63%","122,89%"
NÅRSAB AB,5568513898,2012,3563,-,483,483,226,0,217,1609,1826,276,172,0,0,1378,1826,259,-,1355,-,14,140,3563,13,274,188,484,-,"26,45%","13,56%","98,91%","6,48%","22,06%","116,76%"
DTT Construction AB,5591389290,2018,11164,-,762,762,594,0,0,7505,7505,644,0,0,0,6861,7505,-,-,-,-,-,0,11164,4,2791,102,762,-,"10,15%","6,83%","17,22%","5,77%","8,58%","109,39%"
Bovima AB,5568891088,2015,29863,14,1,-1,-4,0,174,6853,7027,491,546,0,0,5989,7027,-,-,1538,-,482,0,29877,4,7466,497,16,"126,18%","0,06%","0,01%","7,73%","2,89%","13,05%","106,40%"
Bovima AB,5568891088,2014,13203,-,1712,1208,492,0,0,5306,5306,695,546,0,0,4065,5306,-,-,723,-,227,200,13203,2,6602,477,1712,"375,27%","32,27%","12,97%","32,49%","9,40%","21,12%","125,78%"
Degeberga Grus & Schakt AB,5567190862,2020,29292,583,2217,1634,55,0,26216,4916,31132,1217,6127,0,13304,10484,31132,-,-,-,-,-,0,29875,26,1127,427,4184,"-0,03%","7,13%","7,58%","81,22%","-19,01%","19,26%","46,89%"
Bovima AB,5568891088,2013,2778,35,461,460,253,0,0,1168,1168,303,115,0,0,751,1168,0,0,474,0,149,100,2813,2,1389,313,461,-,"39,47%","16,59%","41,90%","15,01%","33,20%","128,63%"
Degeberga Grus & Schakt AB,5567190862,2019,29302,543,2167,1633,51,0,23935,5320,29255,1162,4577,0,12477,11040,29255,-,-,-,-,-,0,29845,26,1127,442,3763,"8,70%","7,42%","7,41%","84,24%","-19,52%","16,18%","48,19%"
Degeberga Grus & Schakt AB,5567190862,2018,26956,445,1347,797,41,0,21184,3619,24803,1111,3022,0,10236,10435,24803,-,-,-,-,0,0,27401,25,1078,429,3612,"4,03%","5,45%","5,02%","86,55%","-25,29%","13,98%","34,68%"
Leeman Mark Entreprenad AB,5569533770,2019,29892,13,3534,3535,1995,0,1851,9162,11013,2608,2334,0,0,6071,11013,-,-,-,-,-,0,29905,11,2717,604,4229,"40,02%","32,10%","11,83%","36,97%","10,34%","40,21%","150,91%"
Degeberga Grus & Schakt AB,5567190862,2017,25913,601,-357,-862,13,0,21703,3664,25367,1070,2290,0,10486,11522,25367,-,-,-,-,-,0,26514,26,997,436,2208,"-7,35%","-1,40%","-1,37%","87,01%","-30,32%","11,26%","31,80%"
Leeman Mark Entreprenad AB,5569533770,2018,21348,1,-11,-11,71,0,2545,4037,6582,613,1341,0,0,4628,6582,-,-,-,-,-,0,21349,12,1779,538,698,"-4,38%","-0,17%","-0,05%","34,28%","-2,77%","25,20%","87,23%"
Degeberga Grus & Schakt AB,5567190862,2016,27968,251,837,214,18,0,20962,3848,24811,1057,3190,0,9110,11454,24811,-,-,8358,-,2952,0,28219,26,1076,437,3579,"1,31%","3,39%","3,01%","86,28%","-27,20%","14,29%","33,60%"
Leeman Mark Entreprenad AB,5569533770,2017,22327,-,573,568,236,0,2995,3573,6568,542,1445,0,0,4581,6568,-,-,-,-,-,0,22327,9,2481,519,1162,"55,15%","8,72%","2,57%","26,58%","-4,51%","25,41%","78,00%"
Degeberga Grus & Schakt AB,5567190862,2015,27605,654,1558,820,10,0,23612,3902,27513,4050,0,0,11641,11822,27513,-,-,7681,-,2659,0,28259,26,1062,400,4259,"-13,24%","5,70%","5,68%","85,10%","-28,69%","14,72%","33,01%"
Leeman Mark Entreprenad AB,5569533770,2016,14391,8,641,609,55,0,2685,3770,6455,305,1181,0,525,4444,6455,-,-,-,-,-,0,14399,5,2878,546,1118,"4,18%","9,95%","4,46%","100,00%","-4,68%","19,00%","84,83%"
Anders H. Rör AB,5565368908,2017,29878,-,695,550,394,0,319,9870,10190,1377,0,0,2680,6134,10190,-,-,-,-,0,0,29878,21,1423,603,786,"8,79%","6,83%","2,33%","57,29%","12,50%","13,51%","68,10%"
Degeberga Grus & Schakt AB,5567190862,2014,31817,808,4084,2821,601,0,26779,4089,30868,2315,2220,0,9171,17161,30868,0,-,8489,-,2849,0,32625,28,1136,407,7567,"-14,18%","13,24%","12,85%","86,54%","-41,08%","13,11%","23,83%"
Leeman Mark Entreprenad AB,5569533770,2015,13813,24,555,555,0,0,2912,3151,6064,250,944,0,2409,2461,6064,-,-,1148,-,395,0,13837,4,3453,390,576,"198,08%","9,15%","4,02%","100,00%","5,00%","16,27%","128,04%"
Anders H. Rör AB,5565368908,2016,27465,42,403,288,211,0,411,11080,11491,982,0,0,2482,8026,11491,-,-,-,-,-,0,27507,21,1308,596,507,"-1,88%","3,54%","1,48%","60,14%","11,12%","8,55%","64,86%"
Degeberga Grus & Schakt AB,5567190862,2013,37072,400,-583,-2139,-1739,0,31914,4333,36247,1715,0,0,13769,20764,36247,0,-,9336,-,3256,0,37472,30,1236,419,3659,"9,32%","-1,59%","-1,56%","78,91%","-44,32%","4,73%","20,87%"
Leeman Mark Entreprenad AB,5569533770,2014,4634,-,343,341,200,0,90,2684,2774,250,85,0,0,2439,2774,-,-,564,-,203,0,4634,2,2317,393,357,-,"12,36%","7,40%","100,00%","5,29%","11,40%","65,31%"
Anders H. Rör AB,5565368908,2015,27990,-,1211,1079,808,0,133,11653,11786,2371,0,0,1435,7979,11786,-,-,8533,-,3240,2000,27990,21,1333,570,1291,"14,02%","10,33%","4,35%","59,96%","13,13%","20,12%","73,61%"
Aros Akustik AB,5568036148,2019,29850,44,2039,2031,1270,0,56,8950,9006,2405,1857,0,0,4743,9006,-,-,-,-,-,1000,29894,15,1990,574,2065,"18,20%","22,64%","6,83%","46,79%","14,09%","42,79%","171,12%"
Degeberga Grus & Schakt AB,5567190862,2012,33912,415,-806,-2471,-971,0,37514,5025,42539,2454,400,0,18068,21617,42539,-,-,9608,-,3400,0,34327,32,1060,406,3992,"-9,92%","-1,88%","-2,36%","74,28%","-48,93%","6,46%","23,25%"
Multiställningar i Sverige AB,5590492459,2019,29891,-,304,95,57,0,10815,6076,16891,163,0,0,7004,9724,16891,-,-,-,-,-,0,29891,9,3321,521,512,"956,22%","1,80%","1,02%","100,00%","-12,20%","0,97%","62,48%"
Anders H. Rör AB,5565368908,2014,24549,106,1289,1076,944,0,366,10181,10547,1564,0,0,2562,6421,10547,0,-,7960,-,2619,0,24655,20,1227,535,1420,"12,30%","12,46%","5,35%","64,22%","15,32%","14,83%","76,98%"
Aros Akustik AB,5568036148,2018,25254,53,2058,2051,1376,0,82,7003,7086,2135,1477,0,0,3473,7086,-,-,-,-,-,1000,25307,12,2105,571,2090,"44,05%","29,04%","8,15%","46,38%","13,98%","46,39%","183,85%"
Degeberga Grus & Schakt AB,5567190862,2011,37647,644,-203,-1655,13,0,38758,5408,44166,3424,1900,0,21630,17211,44166,790,-,9371,-,3701,0,38291,32,1176,443,4350,-,"-0,45%","-0,53%","77,93%","-31,35%","10,92%","31,42%"
Multiställningar i Sverige AB,5590492459,2018,2830,-,26,25,19,0,25,3058,3083,105,0,0,0,2978,3083,-,-,-,-,-,0,2830,1,2830,398,34,"220,50%","0,84%","0,92%","47,77%","2,83%","3,41%","102,69%"
Skånsk Larmtjänst AB,5566650049,2019,29129,754,1309,1308,933,0,867,9736,10603,3398,875,0,662,5667,10603,-,-,-,-,-,0,29883,16,1821,685,1573,"4,67%","12,45%","4,53%","59,91%","13,97%","38,48%","162,63%"
Anders H. Rör AB,5565368908,2013,21861,-,-201,-434,-434,0,464,10343,10807,620,0,0,983,9204,10807,580,-,8384,-,3186,0,21861,22,994,557,-115,"-17,87%","-1,80%","-0,89%","84,00%","5,21%","5,74%","58,49%"
Aros Akustik AB,5568036148,2017,17531,22,986,986,654,0,39,5607,5646,909,1207,0,0,3529,5646,-,-,-,-,-,150,17553,10,1753,596,1003,"-3,88%","17,55%","5,65%","52,03%","11,85%","32,77%","141,60%"
Dataklimat i Sverige AB,5569417131,2019,29868,4,3846,3838,2563,0,120,7511,7631,4292,768,0,0,2571,7631,-,-,-,-,-,0,29872,10,2987,759,3974,"74,14%","50,40%","12,88%","48,00%","16,54%","64,09%","274,02%"
Multiställningar i Sverige AB,5590492459,2017,883,-,3,3,2,0,33,162,195,86,0,0,0,109,195,-,-,-,-,-,0,883,1,883,433,8,"53,03%","1,54%","0,34%","93,43%","6,00%","44,10%","148,62%"
Skånsk Larmtjänst AB,5566650049,2018,27829,337,2488,2485,1602,0,764,8151,8916,2874,800,0,610,4632,8916,-,-,-,-,-,1000,28166,16,1739,615,2681,"14,12%","27,99%","8,97%","56,57%","12,65%","39,23%","170,01%"
Anders H. Rör AB,5565368908,2012,26618,148,-222,-447,-206,0,381,8822,9203,1054,0,0,763,7386,9203,548,-,8414,-,3190,0,26766,26,1024,469,-104,"6,12%","-2,27%","-0,79%","59,40%","5,39%","11,45%","108,88%"
Aros Akustik AB,5568036148,2016,18238,215,504,502,383,0,28,4588,4616,1256,1067,0,0,2294,4616,0,-,4487,-,1603,1000,18453,10,1824,620,529,"10,35%","10,92%","2,76%","46,95%","12,58%","45,24%","180,82%"
Dataklimat i Sverige AB,5569417131,2018,17152,-,-797,-852,-852,0,248,2725,2973,1729,0,0,0,1245,2973,-,-,-,-,-,0,17152,10,1715,694,-669,"-3,37%","-26,81%","-4,65%","53,46%","8,63%","58,16%","205,54%"
Multiställningar i Sverige AB,5590492459,2016,577,-,44,44,34,0,9,190,199,84,0,0,0,114,199,-,-,-,-,0,0,577,1,577,369,45,-,"22,11%","7,63%","98,09%","13,17%","42,21%","166,67%"
Skånsk Larmtjänst AB,5566650049,2017,24386,299,1166,1175,1311,0,543,7387,7930,1972,400,0,609,4949,7930,-,-,-,-,-,700,24685,16,1524,583,1315,"6,73%","14,87%","4,83%","57,83%","10,00%","28,80%","143,93%"
Anders H. Rör AB,5565368908,2011,25082,37,308,125,166,0,475,9784,10259,1260,273,0,1333,7393,10259,545,-,7806,-,3019,0,25119,22,1140,524,492,"-3,38%","3,01%","1,23%","60,30%","9,53%","14,24%","120,82%"
Aros Akustik AB,5568036148,2015,16528,28,727,780,474,0,53,6371,6424,1173,1068,0,0,4183,6424,-,-,4248,-,1320,300,16556,14,1181,407,752,"71,22%","12,19%","4,74%","49,84%","13,24%","31,23%","141,45%"
Dataklimat i Sverige AB,5569417131,2017,17750,-,94,85,64,0,376,4697,5073,165,0,0,0,4909,5073,-,-,-,-,-,0,17750,9,1972,779,222,"-27,65%","1,85%","0,53%","56,56%","-1,19%","3,25%","93,48%"
Skånsk Larmtjänst AB,5566650049,2016,22849,558,3511,3524,2430,0,630,8660,9291,2660,1047,0,606,4977,9291,-,-,-,-,-,2000,23407,16,1428,529,3642,"7,38%","37,98%","15,44%","66,76%","16,12%","37,42%","167,45%"
Anders H. Rör AB,5565368908,2010,25960,100,1220,1035,546,0,497,7323,7821,1394,390,0,1183,4853,7821,451,-,7540,-,2818,300,26060,21,1236,517,1346,"30,96%","15,79%","4,76%","58,29%","9,51%","21,50%","136,39%"
Aros Akustik AB,5568036148,2014,9653,157,735,730,407,0,416,3153,3569,1199,890,0,0,1481,3569,-,-,2324,-,739,300,9810,8,1207,393,770,"13,47%","20,59%","7,61%","51,59%","17,32%","53,05%","185,42%"
Dataklimat i Sverige AB,5569417131,2016,24534,-,5032,5005,3917,0,504,5743,6247,4017,0,0,0,2230,6247,-,-,2878,-,1123,3917,24534,7,3505,591,5145,"186,65%","80,55%","20,51%","47,11%","14,32%","64,30%","253,27%"
Skånsk Larmtjänst AB,5566650049,2015,21278,174,1798,1798,1044,0,741,7618,8359,1230,650,0,616,5863,8359,-,-,5447,-,2041,0,21452,14,1520,530,1911,"11,93%","21,58%","8,48%","56,56%","8,25%","20,78%","122,77%"
Anders H. Rör AB,5565368908,2009,19823,56,81,-91,17,0,187,5823,6011,848,117,0,89,4957,6011,386,-,5746,-,2202,0,19879,18,1101,470,193,"-4,21%","1,36%","0,41%","59,16%","4,37%","15,54%","105,99%"
ByggBröderna Predragovic Aktiebolag,5564088598,2019,29730,65,1024,982,944,0,3041,9522,12563,3679,2611,0,613,5660,12563,-,-,-,-,-,600,29795,27,1101,510,1599,"-16,30%","8,15%","3,44%","63,94%","12,99%","45,50%","161,34%"
Aros Akustik AB,5568036148,2013,8507,45,750,747,400,0,422,2625,3047,1092,698,0,29,1228,3047,-,-,1601,-,573,300,8552,4,2127,546,779,"8,84%","24,61%","8,82%","44,62%","16,42%","52,72%","188,36%"
Dataklimat i Sverige AB,5569417131,2015,8559,-,-288,-325,-75,0,328,1580,1908,908,0,0,244,756,1908,0,-,1967,-,741,0,8559,5,1712,577,-237,"100,92%","-15,09%","-3,36%","44,88%","9,63%","47,59%","199,34%"
Skånsk Larmtjänst AB,5566650049,2014,19010,167,1421,1421,1141,0,143,6271,6414,2061,168,0,700,3485,6414,-,-,5299,-,1890,0,19177,14,1358,490,1434,"153,37%","22,26%","7,51%","57,80%","14,66%","34,18%","165,82%"
Anders H. Rör AB,5565368908,2008,20695,7,1163,957,503,0,299,4658,4957,992,247,0,167,3551,4957,354,-,4882,-,2071,320,20702,13,1592,568,1322,-,"23,48%","5,62%","55,60%","5,35%","23,60%","127,06%"
