company,id,status,actual_status,remark,default_date
AKAB Konsultbyrå AB,5592139033,aktivt,aktivt,,
Velum markiser AB,5591964548,aktivt,aktivt,,
Forest Peak AB,5567165401,aktivt,aktivt,,
Landsbro Elektriska Affär Aktiebolag,5560671389,aktivt,aktivt,,
Skog & Markservice Bottnaryd AB,5565277364,aktivt,aktivt,,
KRILLEJAN BYGG AB,5590879432,aktivt,aktivt,,
Sveriges Ecotakbehandling AB,5591516959,aktivt,aktivt,,
R. Strand Affärskonsult AB,5568097595,aktivt,aktivt,,
Björklidens Byggnadsvård AB,5569749897,aktivt,aktivt,,
Hunemark Konsult AB,5569834632,aktivt,aktivt,,
Hasse's Återbruk & Alltjänst AB,5568975378,aktivt,aktivt,,
P-O Palm Hantverk & Service AB,5569466849,aktivt,aktivt,,
KDX Bygg & Inredning AB,5590092085,aktivt,aktivt,,
Signed By G AB,5569546053,aktivt,aktivt,,
Stellans Grävservice AB,5564775533,aktivt,aktivt,,
Erik Svahn Bygg AB,5561855023,aktivt,aktivt,,
K Aronsson Byggkonsult AB,5566309778,aktivt,aktivt,,
Bringo AB,5591531438,aktivt,aktivt,,
Småländska Bygg o Mark AB,5567631881,aktivt,aktivt,,
Joel Arnessons Invest i Gränna AB,5591442511,aktivt,aktivt,,
CARBION SYSTEMS AB,5591039549,aktivt,aktivt,,
SEKANTO AB,5590394028,aktivt,aktivt,,
Jönköpings Snickeri-Center Aktiebolag,5562197854,aktivt,aktivt,,
Malensro AB,5567505861,aktivt,aktivt,,
Evermyr Elservice AB,5590887559,aktivt,aktivt,,
F. Jörgensén AB,5567129175,aktivt,aktivt,,
Vivastås Gård i Sunhultsbrunn AB,5590780143,aktivt,aktivt,,
Strandudden Development Kommanditbolag,9697563089,aktivt,aktivt,,
Vi Ritar Arkitektkontor Handelsbolag,9164159098,aktivt,aktivt,,
Stenbergs Service Handelsbolag,9167038364,aktivt,aktivt,,
Vismore AB,5592196298,aktivt,aktivt,,
Conmendo Production Sweden AB,5568951031,aktivt,aktivt,,
J.Svenssons Måleri AB,5592248552,aktivt,aktivt,,
Dankha Entreprenadkonsult AB,5592019383,aktivt,aktivt,,
Juliprojekt AB,5591430979,aktivt,aktivt,,
Sveca Invest aktiebolag,5567967244,aktivt,aktivt,,
Vedtorgets Bygg; Renovering & Måleri AB,5591554745,aktivt,aktivt,,
VTL Tele & Larm AB,5567102362,aktivt,aktivt,,
Wingline Design & Inredning AB,5569915639,aktivt,aktivt,,
Lindblad Arkitektur AB,5592081953,aktivt,aktivt,,
Talavid Arkitektkontor AB,5566000153,aktivt,aktivt,,
Backetorp ByggConsult AB,5567688055,aktivt,aktivt,,
Jönköpings Fastighets AB,5590579107,aktivt,aktivt,,
Jan Alm Förvaltnings Aktiebolag,5562449313,aktivt,aktivt,,
Hultgren Tak AB,5568089865,aktivt,aktivt,,
Saxifragus AB,5567959647,aktivt,aktivt,,
MVI Bygg AB,5569155996,aktivt,aktivt,,
Capalato Construktion AB,5568201122,aktivt,Registrerad,,
Nordin Design Aktiebolag,5562221860,aktivt,aktivt,,
Bygglovsgruppen i Småland AB,5591315741,aktivt,aktivt,,
VoxTonus AB,5568714199,aktivt,aktivt,,
Elima Allservice AB,5591298079,aktivt,aktivt,,
T W R MOTOR & ENTREPRENAD AB,5569212581,aktivt,aktivt,,
Barklids mur och plattsättning AB,5591011803,aktivt,aktivt,,
Elegance Design i Jönköping AB,5590461298,aktivt,aktivt,,
Elkraftsbyggarna Kraft i Götaland AB,5565748257,aktivt,Registrerad,,
Tadaq AB,5566954086,aktivt,aktivt,,
Design & Living Kaxholmen Consulting AB,5569827958,aktivt,aktivt,,
JGA Holding AB,5568828684,aktivt,aktivt,,
Lofthammar Maskin AB,5590452651,aktivt,aktivt,,
Vägmaskiner i Skillingaryd AB,5566608245,aktivt,aktivt,,
Wettern Arkitektur & Konstruktion AB,5591187165,aktivt,aktivt,,
Oden Tak & Montage AB,5565486700,aktivt,aktivt,,
SETH Produktdesign AB,5568793078,aktivt,aktivt,,
Utsiktsborgen AB,5566736335,aktivt,aktivt,,
Crenata AB,5569142234,aktivt,aktivt,,
Magnus o Anette Gräv AB,5590372149,aktivt,aktivt,,
Frebo Kakel AB,5590254776,aktivt,aktivt,,
HLR Konsult Aktiebolag,5563936078,aktivt,aktivt,,
GET AB,5567984967,aktivt,aktivt,,
ERGA Fastigheter AB,5565195954,aktivt,aktivt,,
Elbyrån Fastigheter i Skillingaryd AB,5565270021,aktivt,aktivt,,
By Gson Sweden AB,5591523419,aktivt,aktivt,,
Bygg och Marktjänster i Frinnaryd Aktiebolag,5564710746,aktivt,aktivt,,
Thomas Andersson Byggkonsult AB,5590859905,aktivt,aktivt,,
Kristinelunds Konsult AB,5590880836,aktivt,aktivt,,
Larsson Byggkontroll AB,5569792624,aktivt,aktivt,,
Luftkontroll Scandinavia AB,5568146723,aktivt,aktivt,,
Samuelsons Teknik; Bygg och Hantverk AB,5568604176,aktivt,aktivt,,
Dennis bygg & renovering AB,5590868534,aktivt,aktivt,,
Lennart & Erik Petersson Byggnads Aktiebolag,5561941328,aktivt,aktivt,,
Prima Vision i Värnamo AB,5568061773,aktivt,aktivt,,
Värnamo Print Nordic AB,5567989834,aktivt,aktivt,,
Syds Fastigheter i Jönköping AB,5561195008,aktivt,aktivt,,
Kommanditbolag Ölmstad Prästgård,9697153568,aktivt,aktivt,,
H Alvarssons Entreprenad Handelsbolag,9165214157,aktivt,aktivt,,
AVANCTEC i Mullsjö Handelsbolag,9165719676,aktivt,aktivt,,
Handelsbolaget Drättinge El och Elektronik,9164163165,aktivt,aktivt,,
Söderström & Olofsson Handelsbolag Hantverkare    Arkitekter Formgivare,9165230047,aktivt,aktivt,,
Kroon's Snickeri Handelsbolag,9167014324,aktivt,aktivt,,
W Bygg i Jönköping AB,5568382161,aktivt,aktivt,,
Vallsjö Mark AB,5567826655,aktivt,aktivt,,
AP Konsult i Anderstorp Handelsbolag,9696669812,aktivt,aktivt,,
Handelsbolaget Ängsberg Live,9697850890,aktivt,aktivt,,
JE:S GLAS & BYGG handelsbolag,9697895317,aktivt,Registrerad,,
Setrema Konsult AB,5592169378,aktivt,aktivt,,
Henry Melin Hillerstorp Consulting AB,5592041643,aktivt,aktivt,,
Creative Living & Design Mariannelund Handelsbolag,9697883453,aktivt,aktivt,,
Johan sjöö invest AB,5592178304,aktivt,aktivt,,
holmren Kommanditbolag,9697856491,aktivt,aktivt,,
Hillerstorps VVS & Allservice handelsbolag,9697467893,aktivt,aktivt,,
Byggnadsbyrån i Vetlanda AB,5569017055,aktivt,aktivt,,
Jan Fransson Bygg AB,5563485019,aktivt,aktivt,,
K. Gustavsson Montage AB,5567570477,aktivt,aktivt,,
Begjuta AB,5592301401,aktivt,aktivt,,
Mertanke AB,5564935087,aktivt,aktivt,,
Alternativ 1 AB,5566775952,aktivt,aktivt,,
OneCast CLC Housing Solutions AB,5566012406,aktivt,Registrerad,,
ProCanvass AB,5569590242,aktivt,aktivt,,
Timeflex Jönköping AB,5590449798,aktivt,aktivt,,
Hans Granbom Grävservice Aktiebolag,5562322585,aktivt,aktivt,,
Victors Markentreprenad AB,5568949696,aktivt,aktivt,,
Future2Homes Service AB,5590646765,aktivt,aktivt,,
Byggnads Aktiebolaget J Larsson,5563613099,aktivt,aktivt,,
Skumbetong Entreprenad Sverige AB,5567874606,aktivt,aktivt,,
Byggingenjör Göran Dahl Aktiebolag,5563400414,aktivt,aktivt,,
Toresk Förvaltning AB,5566466404,aktivt,Registrerad,,
Höglandsbolaget AB,5591235121,aktivt,aktivt,,
El och Energi i Tranås AB,5564308319,aktivt,aktivt,,
Wikström El Aktiebolag,5562696103,aktivt,aktivt,,
Habo Styr och Elteknik AB,5567427306,inaktivt,Registrerad,Konkurs inledd,2020-10-29
KN Förvaltning och Fastigheter AB,5564962990,aktivt,aktivt,,
VT Konsult Aktiebolag,5563836138,aktivt,aktivt,,
Värnamo gräv AB,5592040082,aktivt,aktivt,,
Daniel Bygg i Rydaholm AB,5591646400,aktivt,aktivt,,
PMP Mark och Exploatering AB,5567338156,aktivt,aktivt,,
Wetterstadens El o Tele Aktiebolag,5564519535,aktivt,aktivt,,
Teonova AB,5568932163,aktivt,aktivt,,
BergstenKallebo Vision AB,5567073704,aktivt,aktivt,,
Bertil Humble Arkitektkontor Aktiebolag,5564086535,aktivt,aktivt,,
Grääs Bygg AB,5567318802,aktivt,aktivt,,
ROBUSTA HUS I SKÅNE AB,5590458377,aktivt,aktivt,,
Rolf Fransson Design AB,5567881429,aktivt,aktivt,,
Uffes Spräck & Knäck AB,5567384549,aktivt,aktivt,,
DD:s Måleri AB,5591614259,aktivt,aktivt,,
PH:s Cementdesign AB,5567662423,aktivt,aktivt,,
Jalebo Fritid AB,5568858228,aktivt,aktivt,,
SA Brandskydd AB,5591164750,aktivt,aktivt,,
Ragnvald Gustafsson Byggkonsult AB,5590690680,aktivt,aktivt,,
Rörpoolen T Klein AB,5568637218,aktivt,aktivt,,
Glas & Golv i Gnosjö Aktiebolag,5564788148,aktivt,aktivt,,
Cedibo AB,5590872726,aktivt,aktivt,,
Skaraborgs Mur & Montage Mullsjö AB,5590217773,aktivt,aktivt,,
Lennarts Rör i Anneberg AB,5568520299,aktivt,aktivt,,
Spårbyggarna i Södra Sverige AB,5568225907,aktivt,aktivt,,
T.M.E Industriteknik & Förvaltning AB,5564748720,aktivt,aktivt,,
P. Lindqvist Byggutveckling AB,5565318416,aktivt,aktivt,,
E.Pålssons Fastighets&Byggnads AB,5590239538,aktivt,aktivt,,
Fröken Smart AB,5568407703,aktivt,aktivt,,
Sundhall Bygg & Fastigheter AB,5569982696,aktivt,aktivt,,
Källvatten i Grimstorp AB,5568621170,aktivt,aktivt,,
Hässle Entreprenad AB,5568112022,aktivt,aktivt,,
Jonas Bygg & Inredningstjänst AB,5566512785,aktivt,aktivt,,
Aprima AB,5567091193,aktivt,aktivt,,
Xtarkon AB,5569117913,aktivt,aktivt,,
Sätter-I-Ett-Handelsbolag,9167017087,aktivt,aktivt,,
Magnusson El & Data i Jönköping Handelsbolag,9167011858,aktivt,aktivt,,
Grönlunds El Aktiebolag,5562470079,aktivt,Registrerad,,
Torulf Löfstedt Handelsbolag,9165236622,aktivt,aktivt,,
I-Gårdens Byggkonsult Handelsbolag,9165230401,aktivt,aktivt,,
Regma Trade Kommanditbolag,9167010108,aktivt,aktivt,,
Strömslund i Vetlanda Handelsbolag,9696429324,aktivt,aktivt,,
cpiProduktion Handelsbolag,9696594424,aktivt,aktivt,,
Isadal Solskydd AB,5592144744,aktivt,aktivt,,
InfraTech i Jönköping AB,5592265895,aktivt,aktivt,,
BG Signs AB,5592252158,aktivt,aktivt,,
Notle AB,5568559644,aktivt,Registrerad,,
Mallvinden AB,5569575524,aktivt,aktivt,,
JT Segerströms Fitness & Event AB,5567735146,aktivt,aktivt,,
Leif Roos Byggkonsult AB,5568378557,aktivt,aktivt,,
Emgus El & Fastighets AB,5567494876,aktivt,aktivt,,
Rönnhult Design AB,5591104996,aktivt,aktivt,,
Cay Carlsson Projekt och Förvaltning AB,5566690276,aktivt,aktivt,,
Ivarsson Projekt AB,5590656608,aktivt,aktivt,,
Visualization of impression AB,5591147409,aktivt,aktivt,,
Teknikom Sweden AB,5568898000,aktivt,aktivt,,
MJ DESIGN & MÅLERI SVERIGE AB,5567755359,aktivt,aktivt,,
Altofta Miljö AB,5591695969,aktivt,aktivt,,
HENRIKSBO EL & FASTIGHETSTEKNIK AB,5591719165,aktivt,aktivt,,
C ajs AB,5568093586,aktivt,aktivt,,
CIWA AB,5561909846,aktivt,aktivt,,
JGR Holding AB,5561704163,aktivt,aktivt,,
Meander Inredning AB,5568044472,aktivt,aktivt,,
Brännberts Maskin Aktiebolag,5563279636,aktivt,aktivt,,
Happy Architects AB,5590385612,aktivt,aktivt,,
CAEMdesign AB,5565212270,aktivt,aktivt,,
Spark Trade Holding AB,5568890668,aktivt,aktivt,,
Höglandets Elinstallationer Aktiebolag,5563650729,aktivt,aktivt,,
Eivor & Co AB,5591308936,aktivt,aktivt,,
Jan Ekselius Design Aktiebolag,5562460690,aktivt,aktivt,,
Andreas Gunnarsson Frakt AB,5565512042,aktivt,aktivt,,
Elservice EJGA Aktiebolag,5564895174,aktivt,aktivt,,
Wätterstads Fasadservice AB,5568882343,aktivt,aktivt,,
Ylenviken Bygg och Fastigheter AB,5591862544,aktivt,aktivt,,
Huskvarna City Entreprenad AB,5590063003,aktivt,aktivt,,
Amacor AB,5568187941,aktivt,aktivt,,
Börje Göransson Invest AB,5569235590,aktivt,aktivt,,
Shape UP i Tranås Aktiebolag,5564210796,aktivt,aktivt,,
Odensjö Utveckling AB,5567558985,aktivt,aktivt,,
Wallsten Technology AB,5564565215,aktivt,aktivt,,
Conmat Technology AB,5566444807,aktivt,aktivt,,
Lingeskog Group AB,5565521795,aktivt,aktivt,,
OH Entreprenad AB,5568843618,aktivt,aktivt,,
Hans Angel Byggkonsult Aktiebolag,5561157081,aktivt,aktivt,,
Malmbäcks Alltjänst Aktiebolag,5563735918,aktivt,aktivt,,
Måleriaktiebolaget B. Dahlberg & Co Eftr,5561167262,aktivt,aktivt,,
Tosito Kärnekulla 1:4 AB,5569660110,aktivt,aktivt,,
KIF Europe AB,5565828273,aktivt,aktivt,,
Trendhem AB,5591466536,aktivt,aktivt,,
AnJo Konsult AB,5567337208,aktivt,aktivt,,
BWW Bygg och Murservice AB,5568575772,inaktivt,inaktivt,Konkurs avslutad,2020-12-17
Fire Sprinkler Consulting Sweden AB,5590268602,aktivt,aktivt,,
Byggproduktion i Småland AB,5568808579,aktivt,aktivt,,
Avantic Design Aktiebolag,5564247087,aktivt,aktivt,,
KASÅS BYGGTEKNIK Aktiebolag,5563977882,aktivt,aktivt,,
Lundin Sweden AB,5568171572,aktivt,aktivt,,
Tokarps Förvaltning AB,5590365903,aktivt,aktivt,,
Ingela Hilding Byggkonsult AB,5569706533,aktivt,aktivt,,
ME Utformning AB,5567977854,aktivt,aktivt,,
Vätterstads Antennmontering Förvaltnings AB,5565999215,aktivt,aktivt,,
Lunds Elektriska Kommanditbolag,9164151103,aktivt,aktivt,,
Carolus Konsult Handelsbolag,9167036632,aktivt,aktivt,,
Sune Sandbergs Måleri Handelsbolag,9164166796,aktivt,aktivt,,
Jet Lag Handelsbolag,9696769349,aktivt,aktivt,,
TFs Byggkranar Handelsbolag,9167031377,aktivt,Registrerad,,
AIR ART ANDERSSON & TRYGG HANDELSBOLAG,9166376229,aktivt,aktivt,,
Nässjö Murarlag Aktiebolag,5565628384,aktivt,Registrerad,,
MASTEK Handelsbolag,9167014159,aktivt,aktivt,,
Hjälmeby Handelsbolag,9167011460,aktivt,aktivt,,
Honst AB,5592221377,aktivt,aktivt,,
Assistansa AB,5590941851,aktivt,aktivt,,
Småländsk Takservice Kommanditbolag,9697632009,inaktivt,Registrerad,Konkurs inledd,2020-04-28
Tveta Bygg Handelsbolag,9165256133,aktivt,aktivt,,
Rydebarks Bygg Aktiebolag,5566026984,aktivt,aktivt,,
Allmontage i Hallsberg Aktiebolag,5564236627,aktivt,aktivt,,
Gränna Byggservice Handelsbolag,9164177926,aktivt,aktivt,,
Morgan Blomqvist AB,5568327703,aktivt,aktivt,,
Brahe Plattsättning AB,5591758080,aktivt,Registrerad,,
MittSvenska Allservice Aktiebolaget,5591194088,aktivt,aktivt,,
S-O Andersson Fastighet och Försäljning AB,5567007132,aktivt,Registrerad,,
D.S Virkets Bygg AB,5569323917,aktivt,aktivt,,
Gj Nilssons Handelsbolag,9697915875,aktivt,aktivt,,
Fastighets Aktiebolaget Quattro,5562066919,aktivt,aktivt,,
Hagmarkers Entreprenad AB,5592243116,aktivt,aktivt,,
Arnell Design AB,5566690086,aktivt,aktivt,,
Söderlund Projekt & Fastigheter AB,5590639059,aktivt,aktivt,,
Toftgårds M Aktiebolag,5562519651,aktivt,aktivt,,
G Simonssons Bygg AB,5568536741,aktivt,aktivt,,
Dovhammars Industri och Mark AB,5566208129,aktivt,aktivt,,
Hallemyr Konsultation AB,5590298716,aktivt,aktivt,,
REMMA Fritid AB,5569627184,inaktivt,Registrerad,Konkurs inledd,2020-11-18
Habo Plåt & Service AB,5565800843,aktivt,aktivt,,
Finnvedens Elteknik AB,5591204457,aktivt,aktivt,,
Viöns Rör och Sprinkler AB,5568460728,inaktivt,Registrerad,Konkurs inledd,2020-09-18
Bröderna Torvaldsson AB,5561211466,aktivt,aktivt,,
Green Matters AB,5591557813,aktivt,aktivt,,
Projune Logistik AB,5591752596,aktivt,aktivt,,
Ekebergs utveckling AB,5591348437,aktivt,aktivt,,
AGH i Jönköping AB,5590388681,aktivt,aktivt,,
CMA Konsult AB,5591594311,aktivt,aktivt,,
Flodin Fernström Design AB,5567890586,aktivt,aktivt,,
S3R design AB,5569628307,aktivt,aktivt,,
Håkan Engbom Konsult AB,5590817812,aktivt,aktivt,,
Construo Aktiebolag,5563656718,aktivt,aktivt,,
Hedvalls Skafferi AB,5569758641,aktivt,aktivt,,
Arkonda Industrier AB,5564473204,aktivt,aktivt,,
Pär Svensson Arkitektkontor AB,5565311445,aktivt,aktivt,,
MCH ENTREPRENAD I SMÅLAND AB,5569696700,aktivt,aktivt,,
JP Pedersen i Vetlanda AB,5565212783,aktivt,aktivt,,
Arvåsens El AB,5567268924,aktivt,aktivt,,
Nya Bröderna Olssons Måleri Aktiebolag,5564672425,aktivt,aktivt,,
The Snowroom AB,5566145750,aktivt,aktivt,,
Hullaryds Konsulttjänst AB,5566501572,aktivt,aktivt,,
Emmetorp Mark o Fritid AB,5568324312,aktivt,aktivt,,
Linköpings Markis & Interiör Aktiebolag,5591943773,aktivt,aktivt,,
Brothers in Sweden AB,5569236580,aktivt,aktivt,,
CTO Construction AB,5568632391,aktivt,aktivt,,
Nilsson Sandahl Hantverkartjänst AB,5590386529,aktivt,aktivt,,
Vista Väg & Vatten AB,5564172319,aktivt,aktivt,,
Funk 1 AB,5567695316,aktivt,aktivt,,
TK's Trivsel AB,5567939763,aktivt,aktivt,,
Rå Produktion AB,5568658651,aktivt,aktivt,,
Linjo Butikservice AB,5566067202,aktivt,aktivt,,
Köldmark konsult Kommanditbolag,9168462050,aktivt,aktivt,,
Uppåt & Framåt Fastigheter AB,5567018857,aktivt,aktivt,,
Tjänstefabriken i Småland AB,5569419566,aktivt,aktivt,,
Flexwork i Äng AB,5565217923,aktivt,aktivt,,
Elkompaniet Wernersson AB,5566041025,aktivt,aktivt,,
Boet Konsult AB,5567754063,aktivt,aktivt,,
EST - Empresa De Services Técnicos S.A Filial,5164089665,aktivt,aktivt,,
Wical AB,5565972741,aktivt,aktivt,,
Fiber & Bredbandsteknik Karli Issa AB,5567919187,aktivt,aktivt,,
Birger Olsson Tranås AB,5565622536,aktivt,aktivt,,
Iggepock AB,5560790387,aktivt,aktivt,,
Anfro Consult AB,5565165981,aktivt,aktivt,,
Holstensson Invest AB,5567106835,aktivt,aktivt,,
Benchlighting ekonomisk förening,7696164172,aktivt,aktivt,,
Soundbuilder Stockholm AB,5565893574,aktivt,aktivt,,
Malmbecks lots och bemanning AB,5568682925,aktivt,aktivt,,
MiBeKo AB,5564736436,aktivt,aktivt,,
Merkuriusbyggaren Två ekonomisk förening,7696352819,aktivt,aktivt,,
BL Schakt AB,5563463081,aktivt,aktivt,,
Dsign i Huskvarna AB,5563515583,aktivt,aktivt,,
MEJAK Handelsbolag,9697095371,aktivt,aktivt,,
Knuttes Måleri AB,5568416217,aktivt,Registrerad,,
C EL C AB,5564100849,aktivt,aktivt,,
Handelsbolaget Höglandets Måleri,9164170798,aktivt,Registrerad,,
Kjell i Näs Bygg AB,5592287030,aktivt,aktivt,,
Gränna-Adelöv Vind AB,5568091986,aktivt,aktivt,,
Anders Rörmokaren i Altofta AB,5568474083,aktivt,aktivt,,
Timarson Konsult AB,5567629794,aktivt,aktivt,,
Aptare Entreprenad AB,5568335441,aktivt,aktivt,,
Korsberga Industri Aktiebolag,5562562800,aktivt,aktivt,,
Bors Taktjänst Entreprenad AB,5591999999,aktivt,aktivt,,
Intelligenta Hem Sverige AB,5591424857,aktivt,aktivt,,
Guardex System Handelsbolag,9165224099,aktivt,Registrerad,,
Elektrofirman Installations A. Karlsson AB,5564407897,aktivt,aktivt,,
Wernamo Vent & Byggplåt Kommanditbolag,9167034777,aktivt,Registrerad,,
M.I.Y.O. AB,5592320153,aktivt,aktivt,,
Kvarnabo entreprenad AB,5566708409,aktivt,aktivt,,
NGN VVS och energi Aktiebolag,5568153703,aktivt,Registrerad,,
Ställningsdetaljer AB,5561566307,aktivt,aktivt,,
Nossform Handelsbolag,9697765676,aktivt,aktivt,,
Kenths Isolering Aktiebolag,5564063534,aktivt,Registrerad,,
BS Sweedspeed AB,5568508021,aktivt,aktivt,,
Bengt Carlsson Entreprenad i Skärstad AB,5566557624,aktivt,Registrerad,,
DynaLean Specialmaskiner AB,5563300671,aktivt,aktivt,,
Pierre Folkesson Invest AB,5567334411,aktivt,aktivt,,
Sanders Förvaltning Kulltorp AB,5566623392,aktivt,aktivt,,
PLÅTKJELL i Tenhult AB,5564047537,aktivt,aktivt,,
Värnamo Tele & Larmteknik Handelsbolag,9696464263,aktivt,aktivt,,
Avilia Innovations ek. för.,7696294409,aktivt,aktivt,,
Vaggeryd Infobyrå ekonomiska förening,7696290480,aktivt,aktivt,,
Joh Konsult Handelsbolag,9696161034,aktivt,aktivt,,
C & F Snickerier Handelsbolag,9696485292,aktivt,aktivt,,
SLGH andels AB,5566764170,aktivt,aktivt,,
TF:s Kranar AB,5565247748,aktivt,aktivt,,
Söderqvist Gräv AB,5592570096,aktivt,aktivt,,
Lindgren Bro's Handelsbolag,9696712356,aktivt,aktivt,,
Etablerat & Monterat i Västsverige AB,5567192009,aktivt,aktivt,,
BARO AB,5569149775,aktivt,aktivt,,
Göran Jonssons VVS-service Aktiebolag,5563991073,aktivt,aktivt,,
CF Byggcity AB,5591246607,aktivt,aktivt,,
Innovation By Nathalie Aktiebolag,5564310190,aktivt,aktivt,,
Byggnadsfirma Stridh & Son Aktiebolag,5561961409,aktivt,aktivt,,
Höglunds Förvaltning i Jönköping AB,5566415963,aktivt,aktivt,,
PNN Ingenjörer Aktiebolag,5562765924,aktivt,aktivt,,
Demarell AB,5566425202,aktivt,aktivt,,
Magnus Forsberg Rickard Stark Byggvision Maskin & fastighets AB,5567684195,aktivt,aktivt,,
Bertil Lindblad Förvaltning AB,5562711043,aktivt,aktivt,,
Aercrete Industries AB,5566069877,aktivt,aktivt,,
Sjöstugans Mark & Asfalt AB,5569034019,aktivt,aktivt,,
G-Schakt AB,5566333687,inaktivt,inaktivt,,
Latorpet AB,5564615168,aktivt,aktivt,,
Kabashisbygg Handelsbolag,9697715671,aktivt,Registrerad,,
Säleby Mark & Skog AB,5566951363,aktivt,aktivt,,
Fritz Real Estate Advisor AB,5567203087,aktivt,aktivt,,
Ekoplatsen Sverige AB,5591033450,aktivt,aktivt,,
Butiksplanerarna Jansson - Sedström AB,5561272054,aktivt,aktivt,,
Focus Sports Communication AB,5565151726,aktivt,aktivt,,
Lindahls Handel AB,5560610221,aktivt,aktivt,,
Civilingenjör SVR Arne Ohlson Konsulterande       Ingenjörsbyrå Aktiebolag,5561249128,aktivt,aktivt,,
Thomas Hjert Holding AB,5567475677,aktivt,aktivt,,
PD Bygg Jönköping Filial,5164111048,aktivt,aktivt,,
Sisjön Plåt & Beslag AB,5591038988,aktivt,aktivt,,
Riv- och Saneringsproffsen i Småland AB,5567597173,aktivt,aktivt,,
E.N.V.E. Transport AB,5566892385,aktivt,aktivt,,
Fix Bygg i Värnamo AB,5591135024,aktivt,aktivt,,
Elbolaget i Jönköping Handelsbolag,9697844000,inaktivt,inaktivt,,
DN Kylteknik AB,5569378861,aktivt,aktivt,,
Bersån AB,5591475503,aktivt,aktivt,,
A.S Bygg & Design i Vaggeryd AB,5568293962,inaktivt,Registrerad,Konkurs inledd,2020-12-18
Johan Eriksson mur&kakelugnar AB,5569024515,aktivt,aktivt,,
BM Allservice i Tranås AB,5591192041,aktivt,aktivt,,
Admiro AB,5564593001,aktivt,aktivt,,
JTE-Consult Handelsbolag,9697271311,aktivt,aktivt,,
Aspetoft Fastigheter AB,5567143812,aktivt,aktivt,,
Figuro Handelsbolag,9697069137,aktivt,aktivt,,
SWL Consulting AB,5569400392,aktivt,aktivt,,
En3prenad i Lekeryd AB,5566158829,aktivt,aktivt,,
SHG Fiber ekonomisk förening,7696302509,aktivt,aktivt,,
BL service AB,5568420581,aktivt,aktivt,,
Vaggeryds Vindbrukspark AB,5567533301,aktivt,aktivt,,
Linnérsgården AB,5567427934,aktivt,aktivt,,
DP Marktjänst AB,5592219967,aktivt,aktivt,,
RKB Byggteknik i Jönköping AB,5590988977,aktivt,aktivt,,
Strandbyggaren 4 ekonomisk förening,7696347363,aktivt,aktivt,,
Höglandets Måleri & Golv AB,5592169873,aktivt,aktivt,,
Bo A Plåt i Jönköping AB,5569813636,aktivt,Registrerad,,
Värme & Kylkemi Jönköping AB,5591031538,aktivt,aktivt,,
Sonny Theorin Golv AB,5568889744,inaktivt,Registrerad,Konkurs inledd,2020-10-27
Becc Design Studio Handelsbolag,9167024653,aktivt,Registrerad,,
Nordisk Byggrestaurering AB,5569488116,aktivt,aktivt,,
Elipcon AB,5569327876,aktivt,aktivt,,
Gårdskompaniet AB,5591730261,aktivt,aktivt,,
SGR Forserum AB,5591006829,aktivt,aktivt,,
Conprimo AB,5567896419,aktivt,aktivt,,
Seguel VVS AB,5591917942,aktivt,Registrerad,,
